post_title,post_content,post_status,tags,category,sub_category,sub_category_description
"Idris and Sabrina Elba have been working on a project called “Need You”, here’s a sneak peek:","<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Last Monday I asked you all to participate in a collective movement. <br>You answered the call by the thousands. Love you for that. <br>Here is a SNEAK PEAK of the visual collage i&#39;m building for Emanuel&#39;s &quot;Need You&quot; to show the world what each of us need right now. HOPE. ❤️👊🏾 <a href=""https://t.co/A7ObSkyIkV"">pic.twitter.com/A7ObSkyIkV</a></p>&mdash; Idris Elba (@idriselba) <a href=""https://twitter.com/idriselba/status/1249031813130883073?ref_src=twsrc%5Etfw"">April 11, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> He asked thousands of people to share how they’ve been coping with the news of the pandemic. The husband-wife duo is also set to be a part of the concert. 
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Colombian reggaeton singer J Balvin will also be joining the effort:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">I’ll be joining <a href=""https://twitter.com/GlblCtzn?ref_src=twsrc%5Etfw"">@GlblCtzn</a> and <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a> for the One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> primetime broadcast to celebrate the heroic efforts of community health workers and support the global fight to end <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a>. Take action with me now: <a href=""https://t.co/u5ZhtXP74P"">https://t.co/u5ZhtXP74P</a> <a href=""https://t.co/ckDAaFEjoY"">pic.twitter.com/ckDAaFEjoY</a></p>&mdash; J BALVIN (@JBALVIN) <a href=""https://twitter.com/JBALVIN/status/1247219181436764160?ref_src=twsrc%5Etfw"">April 6, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> The more the merrier! At this point, we need all the support we can get! ",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
The All of Me singer John Legend who has been very vocal (literally) throughout this pandemic is also a part of it:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">.<a href=""https://twitter.com/johnlegend?ref_src=twsrc%5Etfw"">@johnlegend</a> wants you to stay home and take action to support the <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a>’s fight against the coronavirus pandemic. Join us at One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> on April 18 and take action to put an end to the global health crisis: <a href=""https://t.co/tSfRixYrbX"">https://t.co/tSfRixYrbX</a> <a href=""https://t.co/PEi6hZNbsB"">pic.twitter.com/PEi6hZNbsB</a></p>&mdash; Global Citizen (@GlblCtzn) <a href=""https://twitter.com/GlblCtzn/status/1249443431644041216?ref_src=twsrc%5Etfw"">April 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> He’s also been doing Easter concerts to help us stay busy, not to forget the cute picture he shared with Luna!
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Kacey Musgraves will also be joining the televised broadcast!,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">.<a href=""https://twitter.com/johnlegend?ref_src=twsrc%5Etfw"">@johnlegend</a> wants you to stay home and take action to support the <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a>’s fight against the coronavirus pandemic. Join us at One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> on April 18 and take action to put an end to the global health crisis: <a href=""https://t.co/tSfRixYrbX"">https://t.co/tSfRixYrbX</a> <a href=""https://t.co/PEi6hZNbsB"">pic.twitter.com/PEi6hZNbsB</a></p>&mdash; Global Citizen (@GlblCtzn) <a href=""https://twitter.com/GlblCtzn/status/1249443431644041216?ref_src=twsrc%5Etfw"">April 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> The country singer is like a rainbow after the storm! 
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Keith Urban last played for us when the #TogetherAtHome concerts were on:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Catch <a href=""https://twitter.com/KeithUrban?ref_src=twsrc%5Etfw"">@KeithUrban</a> stepping up for global health at One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> on April 18. Learn how you can take action to support the <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a>’s response efforts to COVID-19: <a href=""https://t.co/qwkUDTwDcm"">https://t.co/qwkUDTwDcm</a> <a href=""https://t.co/ESaUHn8QNA"">pic.twitter.com/ESaUHn8QNA</a></p>&mdash; Global Citizen (@GlblCtzn) <a href=""https://twitter.com/GlblCtzn/status/1249052608796467202?ref_src=twsrc%5Etfw"">April 11, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> We hope he brings his charm to this event too! 
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
"Kerry Washington may not have been performing to keep us entertained, but she’s doing her best to keep us informed!","<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">I’m donating with some fellow New Yorkers to <a href=""https://twitter.com/nyphospital?ref_src=twsrc%5Etfw"">@nyphospital</a> &amp; <a href=""https://twitter.com/ColumbiaMed?ref_src=twsrc%5Etfw"">@columbiamed</a> to provide supplies and mental health services to our frontline heroes. Join us, thank a frontliner in your life! &amp; give if you can -text Fight19 to 51555 or visit <a href=""https://t.co/LxuFIYCoCY"">https://t.co/LxuFIYCoCY</a> <a href=""https://twitter.com/hashtag/ThankYouFrontLine?src=hash&amp;ref_src=twsrc%5Etfw"">#ThankYouFrontLine</a> <a href=""https://t.co/33XldLT8wG"">pic.twitter.com/33XldLT8wG</a></p>&mdash; kerry washington (@kerrywashington) <a href=""https://twitter.com/kerrywashington/status/1249732979930390528?ref_src=twsrc%5Etfw"">April 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> And even donating to help! We can’t wait to see her at the concert!
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Chinese pianist Lang Lang will also be a part of the event:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Hi everyone, on April 18th, I’m teaming up with <a href=""https://twitter.com/GlblCtzn?ref_src=twsrc%5Etfw"">@glblctzn</a> and the <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a> for a special appearance with One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> to call for collective action to stop the COVID-19 crisis. Join me and take action now  👉 <a href=""https://t.co/KYSNjaf2LP"">https://t.co/KYSNjaf2LP</a> <a href=""https://t.co/aFyNSgxbBH"">pic.twitter.com/aFyNSgxbBH</a></p>&mdash; Lang Lang (@lang_lang) <a href=""https://twitter.com/lang_lang/status/1247515905237504000?ref_src=twsrc%5Etfw"">April 7, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> He even participated in the WHO’s #SafeHands campaign!
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Lizzo has been posting consistently and keeping the energy positive:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">I’ll be joining <a href=""https://twitter.com/GlblCtzn?ref_src=twsrc%5Etfw"">@GlblCtzn</a> and <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a> for the One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> primetime broadcast to celebrate the heroic efforts of community health workers and support the global fight to end <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a>. Take action with me now: <a href=""https://t.co/YJf8Dlet1m"">https://t.co/YJf8Dlet1m</a><br><br>-mgmt <a href=""https://t.co/fGQyC9uNub"">pic.twitter.com/fGQyC9uNub</a></p>&mdash; Feelin Good As Hell (@lizzo) <a href=""https://twitter.com/lizzo/status/1247246304322953217?ref_src=twsrc%5Etfw"">April 6, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> She even showed her support towards the crew members who make these online concerts possible! 
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Maluma took to Twitter to announce that he would be a part of the One World event:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">One World: Together at Home • April 1 <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> <a href=""https://t.co/HlnodpfwPE"">pic.twitter.com/HlnodpfwPE</a></p>&mdash; MALUMA (@maluma) <a href=""https://twitter.com/maluma/status/1247266630306070534?ref_src=twsrc%5Etfw"">April 6, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> Though he got the date wrong! Probably forgot to add the 8. It’s on the 18th, guys! 
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Priyanka Chopra Jonas has been busy shining a light on the women who have been working behind the scenes!,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Thank you everyone for nominating such incredible women who are rising above the challenges of today to help others. This week, <a href=""https://twitter.com/BONVIVSeltzer?ref_src=twsrc%5Etfw"">@BONVIVSeltzer</a> and I are shining light on 4 women who are truly going above and beyond to make a difference on the front lines. Everyone, please meet… <a href=""https://t.co/g4NRultQuY"">pic.twitter.com/g4NRultQuY</a></p>&mdash; PRIYANKA (@priyankachopra) <a href=""https://twitter.com/priyankachopra/status/1247994277390462976?ref_src=twsrc%5Etfw"">April 8, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> A true feminist icon! Isn’t she?
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
Bollywood superstar Shah Rukh Khan will also be a part of the concert:,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Health care workers on the frontlines of the <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> crisis need our support. That’s why I’m standing in solidarity with <a href=""https://twitter.com/GlblCtzn?ref_src=twsrc%5Etfw"">@glblctzn</a> and <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a> for One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a> — a one-night special event on April 18. Find out how and when you can tune in: <a href=""https://t.co/UlyDDSy7Rl"">https://t.co/UlyDDSy7Rl</a> <a href=""https://t.co/SOVmaF86ps"">pic.twitter.com/SOVmaF86ps</a></p>&mdash; Shah Rukh Khan (@iamsrk) <a href=""https://twitter.com/iamsrk/status/1250139642780733440?ref_src=twsrc%5Etfw"">April 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> Ever since the pandemic hit India, he has been providing PPE kits, getting food to people who have none, and doing much more to contribute and help!
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
"Paul McCartney, Stevie Wonder, and Billie Eilish will also be joining the parade of stars and celebrities:","<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">⭕️ We’re excited to announce One World: <a href=""https://twitter.com/hashtag/TogetherAtHome?src=hash&amp;ref_src=twsrc%5Etfw"">#TogetherAtHome</a>, a global broadcast on April 18, curated in collaboration with <a href=""https://twitter.com/ladygaga?ref_src=twsrc%5Etfw"">@LadyGaga</a> and featuring your favorite artists and comedians — all in support of the <a href=""https://twitter.com/WHO?ref_src=twsrc%5Etfw"">@WHO</a> and healthcare workers on the frontlines of the COVID-19 crisis. (1/7) <a href=""https://t.co/ZspKXtmd2V"">pic.twitter.com/ZspKXtmd2V</a></p>&mdash; Global Citizen (@GlblCtzn) <a href=""https://twitter.com/GlblCtzn/status/1247191212051902465?ref_src=twsrc%5Etfw"">April 6, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> Many more celebs will be participating in the One World: Together At Home concert on the 18th of April, 2020. 

The program will air as a global televised special on April 18 from 8 p.m. to 10 p.m. ET on NBC, CBS, and ABC in the United States. It will be broadcasted on the BBC network on April 19 from 7 p.m to 9 p.m in the UK.

It will also be available to stream online across a variety of platforms, but all the timings have not been revealed yet, so make sure you stay tuned! 
",Draft,Entertainment - TV & Film,Gallery,The line up for One World: Together At Home will definitely be keeping everyone at home,"A few weeks ago, Coldplay frontman Chris Martin played a 30-minute live social media concert with the goal to bring the world together, spread awareness, and raise funds. He then nominated others under the #TogetherAtHome challenge which led to legendary performances from other major artists. Now, Lady Gaga is taking it up a notch as she collaborates with the WHO to bring forward a well-curated panel of artists and healthcare experts under the umbrella of One World: Together At Home, a virtual concert aiming to raise funds for protective equipment for healthcare professionals working on the frontlines of this pandemic. "
